alcoholPercentage,assortmentText,bottleText,categoryLevel1,categoryLevel2,categoryLevel3,country,customCategoryTitle,grapes,originLevel1,originLevel2,packagingLevel1,price,producerName,productId,productNameBold,productNameThin,productNumber,productNumberShort,restrictedParcelQuantity,sugarContentGramPer100ml,tasteClockBody,tasteClockCasque,tasteClockFruitacid,tasteClockRoughness,tasteClockSweetness,tasteClocks,vintage,volume,volumeText,full_name
13.0,Tillfälligt sortiment,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,850.0,William Fèvre,24632766,Chablis GC Les Preuses,Domaine Fèvre,9114301,91143,0,0.0,0,0,0,0,0,[],2019,750,750 ml,William Fèvre Chablis GC Les Preuses Domaine Fèvre
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,1899.0,Albert Bichot,15386985,Chablis Grand Cru,Moutonne Albert Bichot,7198801,71988,0,0.0,0,0,0,0,0,[],2018,750,750 ml,Albert Bichot Chablis Grand Cru Moutonne Albert Bichot
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,749.0,Domaine Louis Moreau,24633024,Chablis Grand Cru,Valmur,5327201,53272,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Domaine Louis Moreau Chablis Grand Cru Valmur
12.5,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,839.0,Albert Bichot,1196483,Chablis Grand Cru Les Blanchots,Albert Bichot,7611101,76111,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Albert Bichot Chablis Grand Cru Les Blanchots Albert Bichot
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,949.0,Domaine Pinson,35917103,Chablis Grand Cru Les Clos,Domaine Pinson,5193001,51930,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine Pinson Chablis Grand Cru Les Clos Domaine Pinson
13.0,Tillfälligt sortiment,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,1165.0,Domaine William Fèvre,40981092,Chablis Grand Cru Les Clos,William Fèvre,9509501,95095,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine William Fèvre Chablis Grand Cru Les Clos William Fèvre
12.5,Tillfälligt sortiment,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,925.0,Domaine William Fèvre,40981116,Chablis Grand Cru Les Preuses,William Fèvre,9509701,95097,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine William Fèvre Chablis Grand Cru Les Preuses William Fèvre
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,['Chardonnay'],Bourgogne,Chablis,Glasflaska,919.0,Domaine Louis Michel & Fils,34857180,Chablis Grand Cru Vaudesir,Louis Michel & Fils,5201901,52019,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine Louis Michel & Fils Chablis Grand Cru Vaudesir Louis Michel & Fils
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,['Chardonnay'],Bourgogne,Chablis,Glasflaska,721.0,Domaine des Malandes,497891,Chablis Grand Cru Vaudésir,Domaine des Malandes,7285001,72850,0,0.0,0,0,0,0,0,[],2022,750,750 ml,Domaine des Malandes Chablis Grand Cru Vaudésir Domaine des Malandes
12.5,Fast sortiment,Lättare glasflaska,Vin,Vitt vin,Friskt & Fruktigt,Frankrike,"Vitt vin, Friskt & Fruktigt",['Chardonnay'],Bourgogne,Chablis,Lättare glasflaska,189.0,La Chablisienne,879941,Chablis Le Finage,La Chablisienne,7063101,70631,0,0.0,4,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 10}]",2022,750,750 ml,La Chablisienne Chablis Le Finage La Chablisienne
13.0,Tillfälligt sortiment,Flaska,Vin,Vitt vin,Friskt & Fruktigt,Frankrike,"Vitt vin, Friskt & Fruktigt",['Chardonnay'],Bourgogne,Chablis,Glasflaska,421.0,Domaine Louis Michel & Fils,24386644,Chablis Premier Cru,Montée de Tonnerre,9613801,96138,0,0.0,5,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]",2022,750,750 ml,Domaine Louis Michel & Fils Chablis Premier Cru Montée de Tonnerre
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,339.0,Domaine Louis Moreau,24633015,Chablis Premier Cru,Les Fourneaux,5325501,53255,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine Louis Moreau Chablis Premier Cru Les Fourneaux
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,378.0,Domaine Verret,24510173,Chablis Premier Cru,Beauroy,7082201,70822,6,0.0,0,0,0,0,0,[],2018,750,750 ml,Domaine Verret Chablis Premier Cru Beauroy
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,489.0,Maison Louis Jadot,24511886,Chablis Premier Cru,Montée de Tonnerre,7081301,70813,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Maison Louis Jadot Chablis Premier Cru Montée de Tonnerre
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,399.0,La Chablisienne,24540704,Chablis Premier Cru,Vaulorent La Chablisienne,7884701,78847,0,0.0,0,0,0,0,0,[],2019,750,750 ml,La Chablisienne Chablis Premier Cru Vaulorent La Chablisienne
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,['Chardonnay'],Bourgogne,Chablis,Glasflaska,419.0,Domaine Louis Michel & Fils,34496688,Chablis Premier Cru,Forêt,5057601,50576,0,0.0,0,0,0,0,0,[],2018,750,750 ml,Domaine Louis Michel & Fils Chablis Premier Cru Forêt
12.5,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,329.0,Domaine Louis Moreau,39196,Chablis Premier Cru,Vau Ligneau,8615001,86150,0,0.0,0,0,0,0,0,[],2022,750,750 ml,Domaine Louis Moreau Chablis Premier Cru Vau Ligneau
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,379.0,Domaine des Malandes,29336364,Chablis Premier Cru,Vau de Vey Domaine des Malandes,5846201,58462,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Domaine des Malandes Chablis Premier Cru Vau de Vey Domaine des Malandes
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,409.0,Domaine des Malandes,29336365,Chablis Premier Cru,Fourchaume Domaine des Malandes,5847001,58470,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Domaine des Malandes Chablis Premier Cru Fourchaume Domaine des Malandes
12.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,389.0,Domaine Laroche,11948419,Chablis Premier Cru,Les Beauroys,7392301,73923,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine Laroche Chablis Premier Cru Les Beauroys
13.0,Fast sortiment,Flaska,Vin,Vitt vin,Friskt & Fruktigt,Frankrike,"Vitt vin, Friskt & Fruktigt",['Chardonnay'],Bourgogne,Chablis,Glasflaska,299.0,La Chablisienne,565094,Chablis Premier Cru,Grande Cuvée,623701,6237,0,0.0,4,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 10}]",2018,750,750 ml,La Chablisienne Chablis Premier Cru Grande Cuvée
13.5,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,['Chardonnay'],Bourgogne,Chablis,Glasflaska,512.0,Domaine de Oliveira Lecestre,9736540,Chablis Premier Cru,Fourchaume,7847001,78470,6,0.0,0,0,0,0,0,[],2020,750,750 ml,Domaine de Oliveira Lecestre Chablis Premier Cru Fourchaume
13.0,Fast sortiment,Lättare glasflaska,Vin,Vitt vin,Friskt & Fruktigt,Frankrike,"Vitt vin, Friskt & Fruktigt",['Chardonnay'],Bourgogne,Chablis,Lättare glasflaska,299.0,J M Brocard,7221,Chablis Premier Cru Beauroy,J M Brocard,712501,7125,0,0.0,5,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]",2022,750,750 ml,J M Brocard Chablis Premier Cru Beauroy J M Brocard
12.5,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,449.0,Albert Bichot,1196558,Chablis Premier Cru Les Lys,Albert Bichot,7814501,78145,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Albert Bichot Chablis Premier Cru Les Lys Albert Bichot
12.5,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,349.0,Albert Bichot,1196500,Chablis Premier Cru Les Vaucopins,Albert Bichot,7814401,78144,0,0.0,0,0,0,0,0,[],2022,750,750 ml,Albert Bichot Chablis Premier Cru Les Vaucopins Albert Bichot
12.0,Tillfälligt sortiment,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,579.0,Domaine Billaud-Simon,37887113,Chablis Premier Cru Mont de Milieu,Billaud Simon,9334401,93344,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine Billaud-Simon Chablis Premier Cru Mont de Milieu Billaud Simon
13.0,Tillfälligt sortiment,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,459.0,Jean-Paul & Benoît Droin,40360830,Chablis Premier Cru Montmains,Jean-Paul & Benoît Droin,9490801,94908,0,0.0,0,0,0,0,0,[],2022,750,750 ml,Jean-Paul & Benoît Droin Chablis Premier Cru Montmains Jean-Paul & Benoît Droin
12.5,Tillfälligt sortiment,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,469.0,Domaine William Fèvre,40981123,Chablis Premier Cru Montmains,William Fèvre,9509801,95098,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine William Fèvre Chablis Premier Cru Montmains William Fèvre
13.0,Fast sortiment,Flaska,Vin,Vitt vin,Friskt & Fruktigt,Frankrike,"Vitt vin, Friskt & Fruktigt",['Chardonnay'],Bourgogne,Chablis,Glasflaska,439.0,J M Brocard,15203,Chablis Premier Cru Montée de Tonnerre,J M Brocard,558701,5587,0,0.0,5,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]",2021,750,750 ml,J M Brocard Chablis Premier Cru Montée de Tonnerre J M Brocard
12.5,Tillfälligt sortiment,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,625.0,Domaine William Fèvre,40981065,Chablis Premier Cru Montée de Tonnerre,William Fèvre,9509301,95093,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine William Fèvre Chablis Premier Cru Montée de Tonnerre William Fèvre
12.5,Tillfälligt sortiment,Flaska,Vin,Vitt vin,Friskt & Fruktigt,Frankrike,"Vitt vin, Friskt & Fruktigt",['Chardonnay'],Bourgogne,Chablis,Glasflaska,351.0,Jean-Marc Brocard,24386670,Chablis Premier Cru Vaillons,J-M Brocard,9614101,96141,0,0.0,5,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]",2021,750,750 ml,Jean-Marc Brocard Chablis Premier Cru Vaillons J-M Brocard
12.5,Tillfälligt sortiment,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,469.0,Domaine William Fèvre,40981069,Chablis Premier Cru Vaillons,William Fèvre,9509401,95094,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine William Fèvre Chablis Premier Cru Vaillons William Fèvre
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,499.0,Domaine Pinson,26130059,Chablis Premier Cru Vaugiraut,Domaine Pinson,9325101,93251,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine Pinson Chablis Premier Cru Vaugiraut Domaine Pinson
12.5,Fast sortiment,Lättare glasflaska,Vin,Vitt vin,Friskt & Fruktigt,Frankrike,"Vitt vin, Friskt & Fruktigt",['Chardonnay'],Bourgogne,Chablis,Lättare glasflaska,189.0,J M Brocard,979026,Chablis Sainte Claire,J M Brocard,556501,5565,0,0.0,4,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 10}]",2022,750,750 ml,J M Brocard Chablis Sainte Claire J M Brocard
12.5,Fast sortiment,Lättare glasflaska,Vin,Vitt vin,Friskt & Fruktigt,Frankrike,"Vitt vin, Friskt & Fruktigt",['Chardonnay'],Bourgogne,Chablis,Lättare glasflaska,229.0,J M Brocard,16666,Chablis Vieilles Vignes Sainte Claire,J M Brocard,559501,5595,0,0.0,5,1,9,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 9}]",2022,750,750 ml,J M Brocard Chablis Vieilles Vignes Sainte Claire J M Brocard
12.5,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,['Chardonnay'],Bourgogne,Chablis,Glasflaska,221.0,Domaine Charly Nicolle,33880130,Chablis per Aspéra,Domaine Charly Nicolle,5045401,50454,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine Charly Nicolle Chablis per Aspéra Domaine Charly Nicolle
7.5,Ordervaror,Flaska,Vin,Vitt vin,Sött,Argentina,"Vitt vin, Sött",[],Cuyo,Mendoza,Glasflaska,82.0,Bodega Los Haroldos,24502483,Chacabuco,Natural Sweet Chenin Blanc,211801,2118,0,0.0,6,1,9,0,9,"[{'key': 'TasteClockSweetness', 'value': 9}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 9}]",2020,750,750 ml,Bodega Los Haroldos Chacabuco Natural Sweet Chenin Blanc
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,599.0,Chaléroux-Ghys,24499040,Chaléroux-Ghys,Grand Cru Millésime Brut,7629801,76298,0,0.0,0,0,0,0,0,[],2013,750,750 ml,Chaléroux-Ghys Chaléroux-Ghys Grand Cru Millésime Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,449.0,Chaléroux-Ghys,24538611,Chaléroux-Ghys,Brut,7483101,74831,0,0.0,0,0,0,0,0,[],,750,750 ml,Chaléroux-Ghys Chaléroux-Ghys Brut
12.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,['Melon de bourgogne'],Loiredalen,Muscadet,Glasflaska,151.0,Domaine Bruno Cormerais,4657291,Chambaudière,Muscadet Sèvre et Maine Sur Lie,7455101,74551,6,0.0,0,0,0,0,0,[],2015,750,750 ml,Domaine Bruno Cormerais Chambaudière Muscadet Sèvre et Maine Sur Lie
13.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,Côte de Nuits,Glasflaska,7999.0,Joseph Drouhin,35542878,Chambertin Clos de Beze Grand Cru,Joseph Drouhin,9368901,93689,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Joseph Drouhin Chambertin Clos de Beze Grand Cru Joseph Drouhin
13.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,Côte de Nuits,Glasflaska,4849.0,Domaine Louis Jadot,37259715,Chambertin Clos de Bèze Grand Cru,Domaine Louis Jadot,9448701,94487,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine Louis Jadot Chambertin Clos de Bèze Grand Cru Domaine Louis Jadot
14.0,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,Côte de Nuits,Glasflaska,8599.0,Domaine Pierre Damoy,37260703,Chambertin Clos de Bèze Grand Cru,Domaine Pierre Damoy,9452601,94526,0,0.0,0,0,0,0,0,[],2018,750,750 ml,Domaine Pierre Damoy Chambertin Clos de Bèze Grand Cru Domaine Pierre Damoy
13.0,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,Côte de Nuits,Glasflaska,6999.0,Domaine Trapet,32448802,Chambertin Grand Cru,Domaine Trapet,9217801,92178,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Domaine Trapet Chambertin Grand Cru Domaine Trapet
13.0,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,['Pinot noir'],Bourgogne,Côte de Nuits,Glasflaska,8999.0,Domaine Trapet,40377328,Chambertin Grand Cru,Domaine Trapet,7238601,72386,0,0.0,0,0,0,0,0,[],2006,750,750 ml,Domaine Trapet Chambertin Grand Cru Domaine Trapet
13.5,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,['Pinot noir'],Bourgogne,Côte de Nuits,Glasflaska,7999.0,Domaine Trapet,40377329,Chambertin Grand Cru,Domaine Trapet,7657701,76577,0,0.0,0,0,0,0,0,[],2019,750,750 ml,Domaine Trapet Chambertin Grand Cru Domaine Trapet
13.0,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,['Pinot noir'],Bourgogne,Côte de Nuits,Glasflaska,6999.0,Domaine Trapet,40377364,Chambertin Grand Cru,Domaine Trapet,7043101,70431,0,0.0,0,0,0,0,0,[],2018,750,750 ml,Domaine Trapet Chambertin Grand Cru Domaine Trapet
13.0,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,,Glasflaska,3919.0,Maison Albert Bichot,24614803,Chambolle-Musigny,Premier Cru Les Amoureuses,5261601,52616,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Maison Albert Bichot Chambolle-Musigny Premier Cru Les Amoureuses
13.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,Côte de Nuits,Glasflaska,6219.0,Domaine Robert Groffier Père et Fils,31680435,Chambolle-Musigny 1er Cru,Les Amoureuses Robert Groffier Père et Fils,9004201,90042,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Domaine Robert Groffier Père et Fils Chambolle-Musigny 1er Cru Les Amoureuses Robert Groffier Père et Fils
13.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,Côte de Nuits,Glasflaska,8599.0,Domaine Robert Groffier Père et Fils,37261246,Chambolle-Musigny 1er Cru Les Amoureuses,Robert Groffier Père & Fils,9291301,92913,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine Robert Groffier Père et Fils Chambolle-Musigny 1er Cru Les Amoureuses Robert Groffier Père & Fils
14.0,Ordervaror,Flaska,Vin,Rött vin,,Sydafrika,Rött vin,[],Western Cape,Coastal Region,Glasflaska,159.0,Chamonix  Wine Farm,851184,Chamonix,Rouge,7077101,70771,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Chamonix  Wine Farm Chamonix Rouge
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Pinot noir'],Champagne,,Glasflaska,381.0,Paul Dangin et Fils,24497343,Champagne 47,Cuvée Carte Noire Brut,7840301,78403,0,0.0,0,0,0,0,0,[],,750,750 ml,Paul Dangin et Fils Champagne 47 Cuvée Carte Noire Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,449.0,Champagne Arthur Marc,39486644,Champagne Arthur Marc,Grande Cuvée,5409001,54090,2,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Arthur Marc Champagne Arthur Marc Grande Cuvée
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,394.0,Champagne Arthur Marc,39486647,Champagne Arthur Marc,Initiale Noir & Blanc Brut,5493401,54934,2,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Arthur Marc Champagne Arthur Marc Initiale Noir & Blanc Brut
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,421.0,Bauchet Père et Fils,28183219,Champagne Bauchet,Contraste Blanc de Noirs,5798701,57987,0,0.0,0,0,0,0,0,[],,750,750 ml,Bauchet Père et Fils Champagne Bauchet Contraste Blanc de Noirs
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,5007.0,Bollinger,39841573,Champagne Bollinger,Bollinger Special Cuvée Brut,7320308,73203,0,0.0,0,0,0,0,0,[],,3000,3000 ml,Bollinger Champagne Bollinger Bollinger Special Cuvée Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot noir', 'Pinot blanc', 'Chardonnay']",Champagne,,Glasflaska,599.0,Champagne C.H. Piconnet,30180635,Champagne C.H. Piconnet,3 Cépages Brut Nature,5869401,58694,2,0.0,0,0,0,0,0,[],,750,750 ml,Champagne C.H. Piconnet Champagne C.H. Piconnet 3 Cépages Brut Nature
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Rosé,Frankrike,Roséchampagne,"['Chardonnay', 'Pinot noir']",Champagne,,Glasflaska,884.0,Champagne Cazals Claude,24528366,Champagne Cazals Claude,Rosé XV Grand Cru Brut,7806501,78065,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Cazals Claude Champagne Cazals Claude Rosé XV Grand Cru Brut
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Chardonnay', 'Pinot meunier', 'Pinot noir']",Champagne,,Glasflaska,373.0,Champagne Chapuy,24533058,Champagne Chapuy,Tradition Brut,7993301,79933,2,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Chapuy Champagne Chapuy Tradition Brut
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,429.0,Champagne Chapuy,24533059,Champagne Chapuy Grand Cru,Extra Brut Blanc de Blancs,7783701,77837,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Chapuy Champagne Chapuy Grand Cru Extra Brut Blanc de Blancs
12.0,Fast sortiment,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Chardonnay', 'Pinot noir']",Champagne,,Glasflaska,349.0,Charles Ellner,24655717,Champagne Charles Ellner,Grande Réserve,796001,7960,0,0.4,5,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]",2015,750,750 ml,Charles Ellner Champagne Charles Ellner Grande Réserve
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,694.0,Champagne Clandestin,35910576,Champagne Clandestin,Les Semblables Boréal Brut Nature R20,5223601,52236,3,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Clandestin Champagne Clandestin Les Semblables Boréal Brut Nature R20
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,384.0,Coizy,40996865,Champagne Coizy,Eunomia,7325701,73257,0,0.7,0,0,0,0,0,[],,750,750 ml,Coizy Champagne Coizy Eunomia
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,610.0,Coizy,40996902,Champagne Coizy,Millésime Extra Brut,7380801,73808,0,0.4,0,0,0,0,0,[],2005,750,750 ml,Coizy Champagne Coizy Millésime Extra Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,558.0,Coizy,43873763,Champagne Coizy,L'Eternel,7306101,73061,0,0.0,0,0,0,0,0,[],,750,750 ml,Coizy Champagne Coizy L'Eternel
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,558.0,Coizy,43873770,Champagne Coizy,L'Immortel,7306201,73062,0,0.0,0,0,0,0,0,[],,750,750 ml,Coizy Champagne Coizy L'Immortel
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,458.0,Coizy,43873787,Champagne Coizy,Cuvée des Sacres,7306401,73064,0,0.0,0,0,0,0,0,[],,750,750 ml,Coizy Champagne Coizy Cuvée des Sacres
12.0,Fast sortiment,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,279.0,Chassenay d'Arce,24611144,Champagne Comtesse de Neples,Brut,5253701,52537,0,0.9,6,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 10}]",,750,750 ml,Chassenay d'Arce Champagne Comtesse de Neples Brut
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,505.0, Delavenne Père & Fils,39653997,Champagne Delavenne Père & Fils,Grand Cru Brut 60/40,5893101,58931,0,0.78,0,0,0,0,0,[],,750,750 ml, Delavenne Père & Fils Champagne Delavenne Père & Fils Grand Cru Brut 60/40
12.0,Tillfälligt sortiment,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,451.0,Champagne Didier Michel,24640214,Champagne Didier Michel,Grand Cru,9247201,92472,0,0.0,7,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 10}]",2015,750,750 ml,Champagne Didier Michel Champagne Didier Michel Grand Cru
12.5,Tillfälligt sortiment,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,399.0,Champagne Didier Michel,42064024,Champagne Didier Michel,Premier Cru Blanc de Blancs Brut,9521601,95216,0,0.0,6,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 10}]",,750,750 ml,Champagne Didier Michel Champagne Didier Michel Premier Cru Blanc de Blancs Brut
